Commune;Codepos;Departement;INSEE
ST BONNET DE VIEILLE VIGN;71430;SAONE ET LOIRE;71395
ST BONNET DES BRUYERES;69790;RHONE;69182
ST BONNET DES QUARTS;42310;LOIRE;42203
ST BONNET DU GARD;30210;GARD;30235
ST BONNET ELVERT;19380;CORREZE;19186
ST BONNET EN BRESSE;71310;SAONE ET LOIRE;71396
ST BONNET EN CHAMPSAUR;5500;HAUTES ALPES;5132
ST BONNET L ENFANTIER;19410;CORREZE;19188
ST BONNET LA RIVIERE;19130;CORREZE;19187
ST BONNET LE BOURG;63630;PUY DE DOME;63323
ST BONNET LE CHASTEL;63630;PUY DE DOME;63324
ST BONNET LE CHATEAU;42380;LOIRE;42204
ST BONNET LE COURREAU;42940;LOIRE;42205
ST BONNET LE FROID;43290;HAUTE LOIRE;43172
ST BONNET LE TRONCY;69870;RHONE;69183
ST BONNET LES ALLIER;63800;PUY DE DOME;63325
ST BONNET LES OULES;42330;LOIRE;42206
ST BONNET LES TOURS DE ME;19430;CORREZE;19189
ST BONNET PRES BORT;19200;CORREZE;19190
ST BONNET PRES ORCIVAL;63210;PUY DE DOME;63326
ST BONNET PRES RIOM;63200;PUY DE DOME;63327
ST BONNET SUR GIRONDE;17150;CHARENTE MARITIME;17312
ST BONNOT;58700;NIEVRE;58234
ST BOUIZE;18300;CHER;18200
ST BRANCHER;89630;YONNE;89336
ST BRANCHS;37320;INDRE ET LOIRE;37211
ST BRANDAN;22800;COTES D'ARMOR;22277
ST BRES;30500;GARD;30237
ST BRES;32120;GERS;32366
ST BRES;34670;HERAULT;34244
ST BRESSON;30440;GARD;30238
ST BRESSON;70280;HAUTE SAONE;70460
ST BRESSOU;46120;LOT;46249
ST BREVIN L OCEAN;44250;LOIRE ATLANTIQUE;44926
ST BREVIN LES PINS;44250;LOIRE ATLANTIQUE;44154
ST BRIAC SUR MER;35800;ILLE ET VILAINE;35256
ST BRICE;16100;CHARENTE;16304
ST BRICE;33540;GIRONDE;33379
ST BRICE;50300;MANCHE;50451
ST BRICE;53290;MAYENNE;53203
ST BRICE;61700;ORNE;61370
ST BRICE;77160;SEINE ET MARNE;77403
ST BRICE COURCELLES;51370;MARNE;51474
ST BRICE DE LANDELLES;50730;MANCHE;50452
ST BRICE EN COGLES;35460;ILLE ET VILAINE;35257
ST BRICE SOUS FORET;95350;VAL D'OISE;95539
ST BRICE SOUS RANES;61150;ORNE;61371
ST BRICE SUR VIENNE;87200;HAUTE VIENNE;87140
ST BRIEUC;22000;COTES D'ARMOR;22278
ST BRIEUC DE MAURON;56430;MORBIHAN;56208
ST BRIEUC DES IFFS;35630;ILLE ET VILAINE;35258
ST BRIS DES BOIS;17770;CHARENTE MARITIME;17313
ST BRIS LE VINEUX;89530;YONNE;89337
ST BRISSON;58230;NIEVRE;58235
ST BRISSON SUR LOIRE;45500;LOIRET;45271
ST BROING;70100;HAUTE SAONE;70461
ST BROING LES MOINES;21290;COTE D'OR;21543
ST BROINGT LE BOIS;52190;HAUTE MARNE;52445
ST BROINGT LES FOSSES;52190;HAUTE MARNE;52446
ST BROLADRE;35120;ILLE ET VILAINE;35259
ST BUEIL;38620;ISERE;38372
ST CALAIS;72120;SARTHE;72269
ST CALAIS DU DESERT;53140;MAYENNE;53204
ST CALEZ EN SAOSNOIS;72600;SARTHE;72270
ST CANNAT;13760;BOUCHES DU RHONE;13091
ST CAPRAIS;3190;ALLIER;3222
ST CAPRAIS;18400;CHER;18201
ST CAPRAIS;32200;GERS;32467
ST CAPRAIS;46250;LOT;46250
ST CAPRAIS DE BLAYE;33820;GIRONDE;33380
ST CAPRAIS DE BORDEAUX;33880;GIRONDE;33381
ST CAPRAIS DE LERM;47270;LOT ET GARONNE;47234
ST CAPRAISE D EYMET;24500;DORDOGNE;24383
ST CAPRAISE DE LALINDE;24150;DORDOGNE;24382
ST CARADEC;22600;COTES D'ARMOR;22279
ST CARADEC TREGOMEL;56540;MORBIHAN;56210
ST CARNE;22100;COTES D'ARMOR;22280
ST CARREUC;22150;COTES D'ARMOR;22281
ST CASSIEN;24540;DORDOGNE;24384
ST CASSIEN;38500;ISERE;38373
ST CASSIN;73160;SAVOIE;73228
ST CAST LE GUILDO;22380;COTES D'ARMOR;22282
ST CASTIN;64160;PYRENEES ATLANTIQUES;64472
ST CELERIN;72110;SARTHE;72271
ST CENERE;53150;MAYENNE;53205
ST CENERI LE GEREI;61250;ORNE;61372
ST CEOLS;18220;CHER;18202
ST CERE;46400;LOT;46251
ST CERGUES;74140;HAUTE SAVOIE;74229
ST CERNIN;15310;CANTAL;15175
ST CERNIN;46360;LOT;46252
ST CERNIN DE L HERM;24550;DORDOGNE;24386
ST CERNIN DE LABARDE;24560;DORDOGNE;24385
ST CERNIN DE LARCHE;19600;CORREZE;19191
ST CERNIN DE REILLAC;24580;DORDOGNE;24387
ST CESAIRE;17770;CHARENTE MARITIME;17314
ST CESAIRE;30900;GARD;30939
ST CESAIRE DE GAUZIGNAN;30360;GARD;30240
ST CEZAIRE SUR SIAGNE;6780;ALPES MARITIMES;6118
ST CEZERT;31330;HAUTE GARONNE;31473
ST CHABRAIS;23130;CREUSE;23185
ST CHAFFREY;5330;HAUTES ALPES;5133
ST CHAMANT;15140;CANTAL;15176
ST CHAMANT;19380;CORREZE;19192
ST CHAMARAND;46310;LOT;46253
ST CHAMAS;13250;BOUCHES DU RHONE;13092
ST CHAMASSY;24260;DORDOGNE;24388
ST CHAMOND;42400;LOIRE;42207
ST CHAMP;1300;AIN;1341
ST CHAPTES;30190;GARD;30241
ST CHARLES;54860;MEURTHE ET MOSELLE;54925
ST CHARLES DE PERCY;14350;CALVADOS;14564
ST CHARLES LA FORET;53170;MAYENNE;53206
ST CHARTIER;36400;INDRE;36184
ST CHARTRES;86330;VIENNE;86216
ST CHEF;38890;ISERE;38374
ST CHELS;46160;LOT;46254
ST CHELY D APCHER;48200;LOZERE;48140
ST CHELY D AUBRAC;12470;AVEYRON;12214
ST CHERON;51290;MARNE;51475
ST CHERON;91530;ESSONNE;91540
ST CHERON DES CHAMPS;28170;EURE ET LOIR;28328
ST CHINIAN;34360;HERAULT;34245
ST CHRIST BRIOST;80200;SOMME;80701
ST CHRISTAUD;31310;HAUTE GARONNE;31474
ST CHRISTAUD;32320;GERS;32367
ST CHRISTO EN JAREZ;42320;LOIRE;42208
ST CHRISTOL;7160;ARDECHE;7220
ST CHRISTOL;34400;HERAULT;34246
ST CHRISTOL;84390;VAUCLUSE;84107
ST CHRISTOL DE RODIERES;30760;GARD;30242
ST CHRISTOL LES ALES;30380;GARD;30243
ST CHRISTOLY DE BLAYE;33920;GIRONDE;33382
ST CHRISTOLY MEDOC;33340;GIRONDE;33383
ST CHRISTOPHE;3120;ALLIER;3223
ST CHRISTOPHE;16420;CHARENTE;16306
ST CHRISTOPHE;17220;CHARENTE MARITIME;17315
ST CHRISTOPHE;23000;CREUSE;23186
ST CHRISTOPHE;28200;EURE ET LOIR;28329
ST CHRISTOPHE;69860;RHONE;69185
ST CHRISTOPHE;73360;SAVOIE;73229
ST CHRISTOPHE;81190;TARN;81245
ST CHRISTOPHE;86230;VIENNE;86217
ST CHRISTOPHE A BERRY;2290;AISNE;2673
ST CHRISTOPHE COUPERIE;49270;MAINE ET LOIRE;49270
ST CHRISTOPHE D'ALLIER;43340;HAUTE LOIRE;43173
ST CHRISTOPHE DE CHAULIEU;61800;ORNE;61374
ST CHRISTOPHE DE DOUBLE;33230;GIRONDE;33385
ST CHRISTOPHE DE VALAINS;35140;ILLE ET VILAINE;35261
ST CHRISTOPHE DES BARDES;33330;GIRONDE;33384
ST CHRISTOPHE DES BOIS;35210;ILLE ET VILAINE;35260
ST CHRISTOPHE DODINICOURT;10500;AUBE;10337
ST CHRISTOPHE DU BOIS;49280;MAINE ET LOIRE;49269
ST CHRISTOPHE DU FOC;50340;MANCHE;50454
ST CHRISTOPHE DU JAMBET;72170;SARTHE;72273
ST CHRISTOPHE DU LIGNERON;85670;VENDEE;85204
ST CHRISTOPHE DU LUAT;53150;MAYENNE;53207
ST CHRISTOPHE EN BAZELLE;36210;INDRE;36185
ST CHRISTOPHE EN BOUCHERI;36400;INDRE;36186
ST CHRISTOPHE EN BRESSE;71370;SAONE ET LOIRE;71398
ST CHRISTOPHE EN BRIONNAI;71800;SAONE ET LOIRE;71399
ST CHRISTOPHE EN CHAMPAGN;72540;SARTHE;72274
ST CHRISTOPHE EN OISANS;38520;ISERE;38375
ST CHRISTOPHE ET LE LARIS;26350;DROME;26298
ST CHRISTOPHE LE CHAUDRY;18270;CHER;18203
ST CHRISTOPHE LE JAJOLET;61570;ORNE;61375
ST CHRISTOPHE LES GORGES;15700;CANTAL;15177
ST CHRISTOPHE SUR AVRE;27820;EURE;27521
ST CHRISTOPHE SUR CONDE;27450;EURE;27522
ST CHRISTOPHE SUR DOLAISO;43370;HAUTE LOIRE;43174
ST CHRISTOPHE SUR GUIERS;38380;ISERE;38376
ST CHRISTOPHE SUR LE NAIS;37370;INDRE ET LOIRE;37213
ST CHRISTOPHE SUR ROC;79220;DEUX SEVRES;79241
ST CHRISTOPHE VALLON;12330;AVEYRON;12215
ST CIBARD;33570;GIRONDE;33386
ST CIERGE LA SERRE;7800;ARDECHE;7221
ST CIERGE SOUS LE CHEYLAR;7160;ARDECHE;7222
ST CIERGUES;52200;HAUTE MARNE;52447
ST CIERS CHAMPAGNE;17520;CHARENTE MARITIME;17316
ST CIERS D ABZAC;33910;GIRONDE;33387
ST CIERS DE CANESSE;33710;GIRONDE;33388
ST CIERS DU TAILLON;17240;CHARENTE MARITIME;17317
ST CIERS SUR BONNIEURE;16230;CHARENTE;16307
ST CIERS SUR GIRONDE;33820;GIRONDE;33389
ST CIRGUE;81340;TARN;81247
ST CIRGUES;43380;HAUTE LOIRE;43175
ST CIRGUES;46210;LOT;46255
ST CIRGUES DE JORDANNE;15590;CANTAL;15178
ST CIRGUES DE MALBERT;15140;CANTAL;15179
ST CIRGUES DE PRADES;7380;ARDECHE;7223
ST CIRGUES EN MONTAGNE;7510;ARDECHE;7224
ST CIRGUES LA LOUTRE;19220;CORREZE;19193
ST CIRGUES SUR COUZE;63320;PUY DE DOME;63330
ST CIRICE;82340;TARN ET GARONNE;82158
ST CIRQ;24260;DORDOGNE;24389
ST CIRQ;82300;TARN ET GARONNE;82159
ST CIRQ LAPOPIE;46330;LOT;46256
ST CIRQ MADELON;46300;LOT;46257
ST CIRQ SOUILLAGUET;46300;LOT;46258
ST CIVRAN;36170;INDRE;36187
ST CLAIR;7430;ARDECHE;7225
ST CLAIR;46300;LOT;46259
ST CLAIR;82400;TARN ET GARONNE;82160
ST CLAIR;86330;VIENNE;86218
ST CLAIR D ARCEY;27300;EURE;27523
ST CLAIR DE HALOUZE;61490;ORNE;61376
ST CLAIR DE LA TOUR;38110;ISERE;38377
ST CLAIR DU RHONE;38370;ISERE;38378
ST CLAIR SUR EPTE;95770;VAL D'OISE;95541
ST CLAIR SUR GALAURE;38940;ISERE;38379
ST CLAIR SUR L ELLE;50680;MANCHE;50455
ST CLAIR SUR LES MONTS;76190;SEINE MARITIME;76568
ST CLAR;32380;GERS;32370
ST CLAR DE RIVIERE;31600;HAUTE GARONNE;31475
ST CLAUD;16450;CHARENTE;16308
ST CLAUDE;39200;JURA;39478
ST CLAUDE;97120;GUADELOUPE;97124
ST CLAUDE DE DIRAY;41350;LOIR ET CHER;41204
ST CLEMENT;2360;AISNE;2674
ST CLEMENT;3250;ALLIER;3224
ST CLEMENT;7310;ARDECHE;7226
ST CLEMENT;15800;CANTAL;15180
ST CLEMENT;19700;CORREZE;19194
ST CLEMENT;30260;GARD;30244
ST CLEMENT;54950;MEURTHE ET MOSELLE;54472
ST CLEMENT;89100;YONNE;89338
ST CLEMENT A ARNES;8310;ARDENNES;8378
ST CLEMENT DE LA PLACE;49370;MAINE ET LOIRE;49271
ST CLEMENT DE REGNAT;63310;PUY DE DOME;63332
ST CLEMENT DE RIVIERE;34980;HERAULT;34247
ST CLEMENT DE VALORGUE;63660;PUY DE DOME;63331
ST CLEMENT DE VERS;69790;RHONE;69186
ST CLEMENT DES BALEINES;17590;CHARENTE MARITIME;17318
ST CLEMENT DES LEVEES;49350;MAINE ET LOIRE;49272
ST CLEMENT LES PLACES;69930;RHONE;69187
ST CLEMENT RANCOUDRAY;50140;MANCHE;50456
ST CLEMENT SUR DURANCE;5600;HAUTES ALPES;5134
ST CLEMENT SUR GUYE;71460;SAONE ET LOIRE;71400
ST CLEMENT SUR VALSONNE;69170;RHONE;69188
ST CLEMENTIN;79150;DEUX SEVRES;79242
ST CLET;22260;COTES D'ARMOR;22283
ST CLOUD;92210;HAUTS DE SEINE;92064
ST CLOUD EN DUNOIS;28200;EURE ET LOIR;28330
ST COLOMB DE LAUZUN;47410;LOT ET GARONNE;47235
ST COLOMBAN;44310;LOIRE ATLANTIQUE;44155
ST COLOMBAN DES VILLARDS;73130;SAVOIE;73230
ST COLOMBE;5700;HAUTES ALPES;5135
ST COME;33430;GIRONDE;33391
ST COME D OLT;12500;AVEYRON;12216
ST COME DE FRESNE;14960;CALVADOS;14565
ST COME DU MONT;50500;MANCHE;50458
ST COME ET MARUEJOLS;30870;GARD;30245
ST CONGARD;56140;MORBIHAN;56211
ST CONNAN;22480;COTES D'ARMOR;22284
ST CONNEC;22530;COTES D'ARMOR;22285
ST CONSTANT;15600;CANTAL;15181
ST CONTEST;14280;CALVADOS;14566
ST CORNEILLE;72460;SARTHE;72275
ST CORNIER DES LANDES;61800;ORNE;61377
ST COSME;68210;HAUT RHIN;68293
ST COSME EN VAIRAIS;72110;SARTHE;72276
ST COUAT D AUDE;11700;AUDE;11337
ST COUAT DU RAZES;11300;AUDE;11338
ST COULITZ;29150;FINISTERE;29243
ST COULOMB;35350;ILLE ET VILAINE;35263
ST COUTANT;16350;CHARENTE;16310
ST COUTANT;79120;DEUX SEVRES;79243
ST COUTANT LE GRAND;17430;CHARENTE MARITIME;17320
ST CREAC;32380;GERS;32371
ST CREAC;65100;HAUTES PYRENEES;65386
ST CREPIN;5600;HAUTES ALPES;5136
ST CREPIN;17380;CHARENTE MARITIME;17321
ST CREPIN AUX BOIS;60170;OISE;60569
ST CREPIN D AUBEROCHE;24330;DORDOGNE;24390
ST CREPIN DE RICHEMONT;24310;DORDOGNE;24391
ST CREPIN ET CARLUCET;24590;DORDOGNE;24392
ST CREPIN IBOUVILLERS;60149;OISE;60570
ST CRESPIN;14270;CALVADOS;14567
ST CRESPIN;76590;SEINE MARITIME;76570
ST CRESPIN SUR MOINE;49230;MAINE ET LOIRE;49273
ST CRICQ;32430;GERS;32372
ST CRICQ CHALOSSE;40700;LANDES;40253
ST CRICQ DU GAVE;40300;LANDES;40254
ST CRICQ VILLENEUVE;40190;LANDES;40255
ST CROIX DE CADERLE;30460;GARD;30246
ST CROIX DU VERDON;4500;ALPES DE HAUTE PROVENCE;4176
ST CYBARDEAUX;16170;CHARENTE;16312
ST CYBRANET;24250;DORDOGNE;24395
ST CYPRIEN;19130;CORREZE;19195
ST CYPRIEN;24220;DORDOGNE;24396
ST CYPRIEN;42160;LOIRE;42211
ST CYPRIEN;46800;LOT;46262
ST CYPRIEN;66750;PYRENEES ORIENTALES;66171
ST CYPRIEN PLAGE;66750;PYRENEES ORIENTALES;66930
ST CYPRIEN SUR DOURDOU;12320;AVEYRON;12218
ST CYR;7430;ARDECHE;7227
ST CYR;50310;MANCHE;50461
ST CYR;71240;SAONE ET LOIRE;71402
ST CYR;86130;VIENNE;86219
ST CYR;87310;HAUTE VIENNE;87141
ST CYR AU MONT D OR;69450;RHONE;69191
ST CYR DE FAVIERES;42132;LOIRE;42212
ST CYR DE SALERNE;27800;EURE;27527
ST CYR DE VALORGES;42114;LOIRE;42213
ST CYR DES GATS;85410;VENDEE;85205
ST CYR DU BAILLEUL;50720;MANCHE;50462
ST CYR DU DORET;17170;CHARENTE MARITIME;17322
ST CYR DU GAULT;41190;LOIR ET CHER;41205
ST CYR DU RONCERAY;14290;CALVADOS;14570
ST CYR EN ARTHIES;95510;VAL D'OISE;95543
ST CYR EN BOURG;49260;MAINE ET LOIRE;49274
ST CYR EN PAIL;53140;MAYENNE;53208
ST CYR EN RETZ;44580;LOIRE ATLANTIQUE;44927
ST CYR EN TALMONDAIS;85540;VENDEE;85206
ST CYR EN VAL;45590;LOIRET;45272
ST CYR L ECOLE;78210;YVELINES;78545
ST CYR LA CAMPAGNE;27370;EURE;27529
ST CYR LA LANDE;79100;DEUX SEVRES;79244
ST CYR LA RIVIERE;91690;ESSONNE;91544
ST CYR LA ROCHE;19130;CORREZE;19196
ST CYR LA ROSIERE;61130;ORNE;61379
ST CYR LE CHATOUX;69870;RHONE;69192
ST CYR LE GRAVELAIS;53320;MAYENNE;53209
ST CYR LES CHAMPAGNES;24270;DORDOGNE;24397
ST CYR LES COLONS;89800;YONNE;89341
ST CYR LES VIGNES;42210;LOIRE;42214
ST CYR MONTMALIN;39600;JURA;39479
ST CYR SOUS DOURDAN;91410;ESSONNE;91546
ST CYR SUR LE RHONE;69560;RHONE;69193
ST CYR SUR LOIRE;37540;INDRE ET LOIRE;37214
ST CYR SUR MENTHON;1380;AIN;1343
ST CYR SUR MER;83270;VAR;83112
ST CYR SUR MORIN;77750;SEINE ET MARNE;77405
ST CYRAN DU JAMBOT;36700;INDRE;36188
ST DALMAS DE TENDE;6430;ALPES MARITIMES;6905
ST DALMAS LE SELVAGE;6660;ALPES MARITIMES;6119
ST DAUNES;46800;LOT;46263
ST DENIS;11310;AUDE;11339
ST DENIS;30500;GARD;30247
ST DENIS;79220;DEUX SEVRES;79245
ST DENIS;89100;YONNE;89342
ST DENIS;93200;SEINE SAINT DENIS;93066
ST DENIS;97400;REUNION;97411
ST DENIS CAMELIAS;97400;REUNION;97445
ST DENIS CATUS;46150;LOT;46264
ST DENIS CHAUDRON;97490;REUNION;97459
ST DENIS COMBARNAZAT;63310;PUY DE DOME;63333
ST DENIS D ACLON;76860;SEINE MARITIME;76572
ST DENIS D ANJOU;53290;MAYENNE;53210
ST DENIS D AUGERONS;27390;EURE;27530
ST DENIS D AUTHOU;28480;EURE ET LOIR;28331
ST DENIS D OLERON;17650;CHARENTE MARITIME;17323
ST DENIS D ORQUES;72350;SARTHE;72278
ST DENIS DE CABANNE;42750;LOIRE;42215
ST DENIS DE GASTINES;53500;MAYENNE;53211
ST DENIS DE JOUHET;36230;INDRE;36189
ST DENIS DE L HOTEL;45550;LOIRET;45273
ST DENIS DE MAILLOC;14100;CALVADOS;14571
ST DENIS DE MERE;14110;CALVADOS;14572
ST DENIS DE PALIN;18130;CHER;18204
ST DENIS DE PILE;33910;GIRONDE;33393
ST DENIS DE VAUX;71640;SAONE ET LOIRE;71403
ST DENIS DE VILLENETTE;61330;ORNE;61380
ST DENIS DES COUDRAIS;72110;SARTHE;72277
ST DENIS DES MONTS;27520;EURE;27531
ST DENIS DES MURS;87400;HAUTE VIENNE;87142
ST DENIS DES PUITS;28240;EURE ET LOIR;28333
ST DENIS DU BEHELAN;27160;EURE;27532
ST DENIS DU MAINE;53170;MAYENNE;53212
ST DENIS DU PAYRE;85580;VENDEE;85207
ST DENIS DU PIN;17400;CHARENTE MARITIME;17277
ST DENIS EN BUGEY;1500;AIN;1345
ST DENIS EN MARGERIDE;48700;LOZERE;48145
ST DENIS EN VAL;45560;LOIRET;45274
ST DENIS LA CHEVASSE;85170;VENDEE;85208
ST DENIS LE FERMENT;27140;EURE;27533
ST DENIS LE GAST;50450;MANCHE;50463
ST DENIS LE THIBOULT;76116;SEINE MARITIME;76573
ST DENIS LE VETU;50210;MANCHE;50464
ST DENIS LES BOURG;1000;AIN;1344
ST DENIS LES MARTEL;46600;LOT;46265
ST DENIS LES PONTS;28200;EURE ET LOIR;28334
ST DENIS LES REBAIS;77510;SEINE ET MARNE;77406
ST DENIS MAISONCELLES;14350;CALVADOS;14573
ST DENIS SUR COISE;42140;LOIRE;42216
ST DENIS SUR HUISNE;61400;ORNE;61381
ST DENIS SUR LOIRE;41000;LOIR ET CHER;41206
ST DENIS SUR OUANNE;89120;YONNE;89343
ST DENIS SUR SARTHON;61420;ORNE;61382
ST DENIS SUR SCIE;76890;SEINE MARITIME;76574
ST DENIS TADAR;97400;REUNION;97425
ST DENISCOURT;60380;OISE;60571
ST DENOEUX;62990;PAS DE CALAIS;62745
ST DENOUAL;22400;COTES D'ARMOR;22286
ST DERRIEN;29440;FINISTERE;29244
ST DESERT;71390;SAONE ET LOIRE;71404
ST DESIR;14100;CALVADOS;14574
ST DESIRAT;7340;ARDECHE;7228
ST DESIRE;3370;ALLIER;3225
ST DEZERY;19200;CORREZE;19197
ST DEZERY;30190;GARD;30248
ST DIDIER;21210;COTE D'OR;21546
ST DIDIER;35220;ILLE ET VILAINE;35264
ST DIDIER;39570;JURA;39480
ST DIDIER;58190;NIEVRE;58237
ST DIDIER;84210;VAUCLUSE;84108
ST DIDIER AU MONT D OR;69370;RHONE;69194
ST DIDIER D ALLIER;43580;HAUTE LOIRE;43176
ST DIDIER D AUSSIAT;1340;AIN;1346
ST DIDIER DE BIZONNES;38690;ISERE;38380
ST DIDIER DE CHARPEY;26300;DROME;26913
ST DIDIER DE FORMANS;1600;AIN;1347
ST DIDIER DE LA TOUR;38110;ISERE;38381
ST DIDIER DES BOIS;27370;EURE;27534
ST DIDIER EN BRESSE;71620;SAONE ET LOIRE;71405
ST DIDIER EN BRIONNAIS;71110;SAONE ET LOIRE;71406
ST DIDIER EN DONJON;3130;ALLIER;3226
ST DIDIER EN VELAY;43140;HAUTE LOIRE;43177
ST DIDIER LA FORET;3110;ALLIER;3227
ST DIDIER SOUS AUBENAS;7200;ARDECHE;7229
ST DIDIER SOUS ECOUVES;61320;ORNE;61383
ST DIDIER SOUS RIVERIE;69440;RHONE;69195
ST DIDIER SUR ARROUX;71190;SAONE ET LOIRE;71407
ST DIDIER SUR BEAUJEU;69430;RHONE;69196
ST DIDIER SUR CHALARONNE;1140;AIN;1348
ST DIDIER SUR DOULON;43440;HAUTE LOIRE;43178
ST DIDIER SUR ROCHEFORT;42111;LOIRE;42217
ST DIE;88100;VOSGES;88413
ST DIER D AUVERGNE;63520;PUY DE DOME;63334
ST DIERY;63320;PUY DE DOME;63335
ST DIONIZY;30980;GARD;30249
ST DISDIER;5250;HAUTES ALPES;5138
ST DIVY;29800;FINISTERE;29245
ST DIZANT DU BOIS;17150;CHARENTE MARITIME;17324
ST DIZANT DU GUA;17240;CHARENTE MARITIME;17325
ST DIZIER;52100;HAUTE MARNE;52448
ST DIZIER EN DIOIS;26310;DROME;26300
ST DIZIER L EVEQUE;90100;TERRITOIRE DE BELFORT;90090
ST DIZIER LA TOUR;23130;CREUSE;23187
ST DIZIER LES DOMAINES;23270;CREUSE;23188
ST DIZIER LEYRENNE;23400;CREUSE;23189
ST DOLAY;56130;MORBIHAN;56212
ST DOMET;23190;CREUSE;23190
ST DOMINEUC;35190;ILLE ET VILAINE;35265
ST DONAN;22800;COTES D'ARMOR;22287
ST DONAT;63680;PUY DE DOME;63336
ST DONAT SUR L HERBASSE;26260;DROME;26301
ST DOS;64270;PYRENEES ATLANTIQUES;64474
ST DOULCHARD;18230;CHER;18205
ST DREZERY;34160;HERAULT;34249
ST DYE SUR LOIRE;41500;LOIR ET CHER;41207
ST EBLE;43300;HAUTE LOIRE;43179
ST EBREMOND DE BONFOSSE;50750;MANCHE;50465
ST EDMOND;71740;SAONE ET LOIRE;71408
ST EFFLAM;22310;COTES D'ARMOR;22924
ST EGREVE;38120;ISERE;38382
ST ELIE;97312;GUYANE;97358
ST ELIER;27190;EURE;27535
ST ELIPH;28240;EURE ET LOIR;28335
ST ELIX;32450;GERS;32374
ST ELIX LE CHATEAU;31430;HAUTE GARONNE;31476
ST ELIX SEGLAN;31420;HAUTE GARONNE;31477
ST ELIX THEUX;32300;GERS;32375
ST ELLIER;49320;MAINE ET LOIRE;49275
ST ELLIER DU MAINE;53220;MAYENNE;53213
ST ELLIER LES BOIS;61320;ORNE;61384
ST ELOI;1800;AIN;1349
ST ELOI;22540;COTES D'ARMOR;22916
ST ELOI;23000;CREUSE;23191
ST ELOI;58000;NIEVRE;58238
ST ELOI DE FOURQUES;27800;EURE;27536
ST ELOI LA GLACIERE;63890;PUY DE DOME;63337
ST ELOY;29460;FINISTERE;29246
ST ELOY D ALLIER;3370;ALLIER;3228
ST ELOY DE GY;18110;CHER;18206
ST ELOY LES MINES;63700;PUY DE DOME;63338
ST ELOY LES TUILERIES;19210;CORREZE;19198
ST EMAN;28120;EURE ET LOIR;28336
ST EMILAND;71490;SAONE ET LOIRE;71409
ST EMILIEN DE BLAIN;44130;LOIRE ATLANTIQUE;44928
ST EMILION;33330;GIRONDE;33394
ST ENNEMOND;3400;ALLIER;3229
ST EPAIN;37800;INDRE ET LOIRE;37216
ST EPVRE;57580;MOSELLE;57609
ST ERBLON;35230;ILLE ET VILAINE;35266
ST ERBLON;53390;MAYENNE;53214
ST ERME OUTRE ET RAMECOUR;2820;AISNE;2676
ST ESPRIT;97270;MARTINIQUE;97223
ST ESTEBEN;64640;PYRENEES ATLANTIQUES;64476
ST ESTEPHE;16440;CHARENTE;16313
ST ESTEPHE;24360;DORDOGNE;24398
ST ESTEPHE;33180;GIRONDE;33395
ST ESTEVE;66240;PYRENEES ORIENTALES;66172
ST ESTEVE JANSON;13610;BOUCHES DU RHONE;13093
ST ETIENNE;42000;LOIRE;42218
ST ETIENNE A ARNES;8310;ARDENNES;8379
ST ETIENNE AU MONT;62360;PAS DE CALAIS;62746
ST ETIENNE AU TEMPLE;51460;MARNE;51476
ST ETIENNE AUX CLOS;19200;CORREZE;19199
ST ETIENNE CANTALES;15150;CANTAL;15182
ST ETIENNE D ALBAGNAN;34390;HERAULT;34250
ST ETIENNE D ORTHE;40300;LANDES;40256
ST ETIENNE DE BAIGORRY;64430;PYRENEES ATLANTIQUES;64477
ST ETIENNE DE BOULOGNE;7200;ARDECHE;7230
ST ETIENNE DE BRILLOUET;85210;VENDEE;85209
ST ETIENNE DE CARLAT;15130;CANTAL;15183
ST ETIENNE DE CHIGNY;37230;INDRE ET LOIRE;37217
ST ETIENNE DE CHOMEIL;15400;CANTAL;15185
ST ETIENNE DE CROSSEY;38960;ISERE;38383
ST ETIENNE DE CUINES;73130;SAVOIE;73231
ST ETIENNE DE FONTBELLON;7200;ARDECHE;7231
ST ETIENNE DE FOUGERES;47380;LOT ET GARONNE;47239
ST ETIENNE DE FURSAC;23290;CREUSE;23192
ST ETIENNE DE GOURGAS;34700;HERAULT;34251
ST ETIENNE DE L OLM;30360;GARD;30250
ST ETIENNE DE LISSE;33330;GIRONDE;33396
ST ETIENNE DE LUGDARES;7590;ARDECHE;7232
ST ETIENNE DE MAURS;15600;CANTAL;15184
ST ETIENNE DE MER MORTE;44270;LOIRE ATLANTIQUE;44157
ST ETIENNE DE MONTLUC;44360;LOIRE ATLANTIQUE;44158
ST ETIENNE DE PUYCORBIER;24400;DORDOGNE;24399
ST ETIENNE DE SERRE;7190;ARDECHE;7233
ST ETIENNE DE ST GEOIRS;38590;ISERE;38384
ST ETIENNE DE TINEE;6660;ALPES MARITIMES;6120
ST ETIENNE DE TULMONT;82410;TARN ET GARONNE;82161
ST ETIENNE DE VALOUX;7340;ARDECHE;7234
ST ETIENNE DE VICQ;3300;ALLIER;3230
ST ETIENNE DE VILLEREAL;47210;LOT ET GARONNE;47240
ST ETIENNE DES CHAMPS;63380;PUY DE DOME;63339
ST ETIENNE DES GUERETS;41190;LOIR ET CHER;41208
ST ETIENNE DES OULLIERES;69460;RHONE;69197
ST ETIENNE DES SORTS;30200;GARD;30251
ST ETIENNE DU BOIS;1370;AIN;1350
